id,comprador_id,nome_comprador,email_comprador,cpf_comprador,telefone_comprador,pedido_id,produto_id,nome_produto,categoria,preco_unitario,quantidade,total,metodo_pagamento,status_pedido,data_pedido,enderecos_entrega,transportadora,codigo_rastreamento,status_envio,vendedor_id,nome_vendedor,cnpj_vendedor,telefone_vendedor,endereco_vendedor,data_entrega,avaliacao,comentario
568,31,Felipe Barros,felipe@email.com,266.928.331-97,(11) 98050-9081,2756,281,Esteira Elétrica,Esportes,3000.0,4,12000.0,Pix,Enviado,2025-02-23 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Transportadora Local,TRK27561250,Em Trânsito,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-02-25,,
569,31,Felipe Barros,felipe@email.com,266.928.331-97,(11) 98050-9081,2756,188,Chromecast,Eletrônicos,300.0,1,300.0,Boleto,Enviado,2025-02-23 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Transportadora Local,TRK27561250,Em Trânsito,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-02-25,,
570,96,Sérgio Peixoto,sergio@email.com,567.775.753-26,(11) 93090-9681,8022,146,Estante,Móveis,600.0,1,600.0,Boleto,Aprovado,2025-02-16 13:38:25,"Av. Sete de Setembro, 951 - Cuiabá, MT",FedEx,TRK80222385,Em Separação,20,Digital World,59.183.746/0001-28,(32) 92657-6953,"Rua Digital, 2000 - São Luís, MA",,,
571,96,Sérgio Peixoto,sergio@email.com,567.775.753-26,(11) 93090-9681,8022,193,Switch de Rede,Informática,200.0,1,200.0,Pix,Aprovado,2025-02-16 13:38:25,"Av. Sete de Setembro, 951 - Cuiabá, MT",FedEx,TRK80222385,Em Separação,20,Digital World,59.183.746/0001-28,(32) 92657-6953,"Rua Digital, 2000 - São Luís, MA",,,
572,96,Sérgio Peixoto,sergio@email.com,567.775.753-26,(11) 93090-9681,8022,282,Bicicleta Ergométrica,Esportes,2000.0,4,8000.0,Cartão de Crédito,Aprovado,2025-02-16 13:38:25,"Av. Sete de Setembro, 951 - Cuiabá, MT",FedEx,TRK80222385,Em Separação,20,Digital World,59.183.746/0001-28,(32) 92657-6953,"Rua Digital, 2000 - São Luís, MA",,,
573,75,Ximena Dias,ximenadia@email.com,107.978.137-43,(11) 94556-3613,7307,203,Cabo HDMI,Acessórios,50.0,3,150.0,Pix,Enviado,2025-01-15 13:38:25,"Av. Beira Rio, 159 - Joinville, SC",Transportadora Local,TRK73078426,Em Trânsito,14,Garden Center,76.143.928/0001-62,(80) 94626-7982,"Rua do Jardim, 1400 - Natal, RN",2025-01-16,,
574,75,Ximena Dias,ximenadia@email.com,107.978.137-43,(11) 94556-3613,7307,284,Remo,Esportes,3000.0,2,6000.0,Cartão de Crédito,Enviado,2025-01-15 13:38:25,"Av. Beira Rio, 159 - Joinville, SC",Transportadora Local,TRK73078426,Em Trânsito,14,Garden Center,76.143.928/0001-62,(80) 94626-7982,"Rua do Jardim, 1400 - Natal, RN",2025-01-16,,
575,75,Ximena Dias,ximenadia@email.com,107.978.137-43,(11) 94556-3613,7307,201,Cooler para Processador,Informática,200.0,1,200.0,Cartão de Crédito,Enviado,2025-01-15 13:38:25,"Av. Beira Rio, 159 - Joinville, SC",Transportadora Local,TRK73078426,Em Trânsito,14,Garden Center,76.143.928/0001-62,(80) 94626-7982,"Rua do Jardim, 1400 - Natal, RN",2025-01-16,,
576,75,Ximena Dias,ximenadia@email.com,107.978.137-43,(11) 94556-3613,7307,217,Joystick USB,Games,150.0,2,300.0,Cartão de Crédito,Enviado,2025-01-15 13:38:25,"Av. Beira Rio, 159 - Joinville, SC",Transportadora Local,TRK73078426,Em Trânsito,14,Garden Center,76.143.928/0001-62,(80) 94626-7982,"Rua do Jardim, 1400 - Natal, RN",2025-01-16,,
577,83,Fabiana Araújo,fabiana@email.com,180.739.813-93,(11) 96720-4377,2294,293,Estação de Musculação,Esportes,3000.0,1,3000.0,Boleto,Enviado,2025-03-16 13:38:25,"Av. Paulista, 1000 - São Paulo, SP",Transportadora Local,TRK22942606,Em Trânsito,6,Sport Elite,92.847.163/0001-25,(33) 92905-1312,"Rua dos Esportes, 600 - Salvador, BA",2025-03-19,,
578,83,Fabiana Araújo,fabiana@email.com,180.739.813-93,(11) 96720-4377,2294,241,Porta-retrato Digital,Casa e Decoração,300.0,5,1500.0,Pix,Enviado,2025-03-16 13:38:25,"Av. Paulista, 1000 - São Paulo, SP",Transportadora Local,TRK22942606,Em Trânsito,6,Sport Elite,92.847.163/0001-25,(33) 92905-1312,"Rua dos Esportes, 600 - Salvador, BA",2025-03-19,,
579,96,Sérgio Peixoto,sergio@email.com,567.775.753-26,(11) 93090-9681,7417,174,Forno Elétrico,Eletrodomésticos,600.0,5,3000.0,Cartão de Crédito,Enviado,2025-01-16 13:38:25,"Av. Getúlio Vargas, 789 - Salvador, BA",Transportadora Local,TRK74179340,Em Trânsito,17,Fitness Pro,43.892.167/0001-89,(18) 93087-2891,"Alameda do Fitness, 1700 - Teresina, PI",2025-01-18,,
580,96,Sérgio Peixoto,sergio@email.com,567.775.753-26,(11) 93090-9681,7417,172,Grill Elétrico,Eletrodomésticos,250.0,2,500.0,Pix,Enviado,2025-01-16 13:38:25,"Av. Getúlio Vargas, 789 - Salvador, BA",Transportadora Local,TRK74179340,Em Trânsito,17,Fitness Pro,43.892.167/0001-89,(18) 93087-2891,"Alameda do Fitness, 1700 - Teresina, PI",2025-01-18,,
581,96,Sérgio Peixoto,sergio@email.com,567.775.753-26,(11) 93090-9681,7417,221,Campainha Inteligente,Segurança,400.0,1,400.0,Cartão de Crédito,Enviado,2025-01-16 13:38:25,"Av. Getúlio Vargas, 789 - Salvador, BA",Transportadora Local,TRK74179340,Em Trânsito,17,Fitness Pro,43.892.167/0001-89,(18) 93087-2891,"Alameda do Fitness, 1700 - Teresina, PI",2025-01-18,,
582,53,Bianca Moura,bianca@email.com,216.340.674-70,(11) 96797-9395,1211,226,Lâmpada Inteligente,Casa Inteligente,100.0,2,200.0,Boleto,Em Processamento,2025-03-09 13:38:25,"Avenida Beira Mar, 1200 - Fortaleza, CE",Correios,,Aguardando Processamento,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",,,
583,53,Bianca Moura,bianca@email.com,216.340.674-70,(11) 96797-9395,1211,124,Panela Elétrica,Eletrodomésticos,280.0,4,1120.0,Pix,Em Processamento,2025-03-09 13:38:25,"Avenida Beira Mar, 1200 - Fortaleza, CE",Correios,,Aguardando Processamento,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",,,
584,53,Bianca Moura,bianca@email.com,216.340.674-70,(11) 96797-9395,1211,224,Alarme Residencial,Segurança,600.0,5,3000.0,Pix,Em Processamento,2025-03-09 13:38:25,"Avenida Beira Mar, 1200 - Fortaleza, CE",Correios,,Aguardando Processamento,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",,,
585,53,Bianca Moura,bianca@email.com,216.340.674-70,(11) 96797-9395,1211,185,Receptor Digital,Eletrônicos,300.0,1,300.0,Cartão de Crédito,Em Processamento,2025-03-09 13:38:25,"Avenida Beira Mar, 1200 - Fortaleza, CE",Correios,,Aguardando Processamento,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",,,
586,10,Juliana Alves,juliana@email.com,477.773.276-89,(11) 99163-1267,6098,234,Sensor de Umidade,Casa Inteligente,200.0,5,1000.0,Pix,Entregue,2025-01-18 13:38:25,"Rua das Dálias, 159 - Juiz de Fora, MG",FedEx,TRK60983423,Entregue,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",2025-01-25,5,"Produto conforme descrição, recomendo!"
587,10,Juliana Alves,juliana@email.com,477.773.276-89,(11) 99163-1267,6098,119,SSD 1TB,Informática,700.0,3,2100.0,Boleto,Entregue,2025-01-18 13:38:25,"Rua das Dálias, 159 - Juiz de Fora, MG",FedEx,TRK60983423,Entregue,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",2025-01-25,2,Atendimento pós-venda ruim.
588,41,Pedro Nascimento,pedro@email.com,202.531.268-11,(11) 99383-5330,4952,199,Gabinete,Informática,300.0,3,900.0,Pix,Cancelado,2025-01-21 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
589,41,Pedro Nascimento,pedro@email.com,202.531.268-11,(11) 99383-5330,4952,164,Umidificador,Eletrodomésticos,200.0,1,200.0,Cartão de Crédito,Cancelado,2025-01-21 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
590,41,Pedro Nascimento,pedro@email.com,202.531.268-11,(11) 99383-5330,4952,133,Perfume,Beleza,280.0,5,1400.0,Cartão de Crédito,Cancelado,2025-01-21 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
591,41,Pedro Nascimento,pedro@email.com,202.531.268-11,(11) 99383-5330,4952,298,Joelheira,Esportes,80.0,1,80.0,Pix,Cancelado,2025-01-21 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
592,41,Pedro Nascimento,pedro@email.com,202.531.268-11,(11) 99383-5330,4952,281,Esteira Elétrica,Esportes,3000.0,4,12000.0,Pix,Cancelado,2025-01-21 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
593,19,Thiago Alves,thiago@email.com,696.217.184-22,(11) 96738-5470,4237,151,Fogão,Eletrodomésticos,1500.0,3,4500.0,Cartão de Crédito,Entregue,2025-01-06 13:38:25,"Rua dos Girassóis, 321 - João Pessoa, PB",Transportadora Local,TRK42379462,Entregue,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-01-13,1,Entrega com atraso significativo.
594,19,Thiago Alves,thiago@email.com,696.217.184-22,(11) 96738-5470,4237,184,Projetor,Eletrônicos,2500.0,3,7500.0,Cartão de Crédito,Entregue,2025-01-06 13:38:25,"Rua dos Girassóis, 321 - João Pessoa, PB",Transportadora Local,TRK42379462,Entregue,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-01-13,2,Entrega com produto errado.
595,19,Thiago Alves,thiago@email.com,696.217.184-22,(11) 96738-5470,4237,185,Receptor Digital,Eletrônicos,300.0,2,600.0,Pix,Entregue,2025-01-06 13:38:25,"Rua dos Girassóis, 321 - João Pessoa, PB",Transportadora Local,TRK42379462,Entregue,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-01-13,3,"Produto regular, atendimento básico."
596,53,Bianca Moura,bianca@email.com,216.340.674-70,(11) 96797-9395,7281,123,Raquete de Tênis,Esportes,350.0,5,1750.0,Pix,Cancelado,2025-03-14 13:38:25,"Alameda Santos, 300 - São Paulo, SP",DHL,,Cancelado,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",,,
597,53,Bianca Moura,bianca@email.com,216.340.674-70,(11) 96797-9395,7281,217,Joystick USB,Games,150.0,5,750.0,Cartão de Crédito,Cancelado,2025-03-14 13:38:25,"Alameda Santos, 300 - São Paulo, SP",DHL,,Cancelado,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",,,
598,37,Leonardo Pinto,leonardo@email.com,873.570.402-37,(11) 96086-5105,8034,112,Impressora,Informática,800.0,5,4000.0,Boleto,Aprovado,2025-02-17 13:38:25,"Rua das Petúnias, 357 - Olinda, PE",Correios,TRK80345989,Em Separação,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
599,37,Leonardo Pinto,leonardo@email.com,873.570.402-37,(11) 96086-5105,8034,126,Cafeteira,Eletrodomésticos,350.0,4,1400.0,Pix,Aprovado,2025-02-17 13:38:25,"Rua das Petúnias, 357 - Olinda, PE",Correios,TRK80345989,Em Separação,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
600,37,Leonardo Pinto,leonardo@email.com,873.570.402-37,(11) 96086-5105,8034,103,Fone Bluetooth,Acessórios,250.0,1,250.0,Cartão de Crédito,Aprovado,2025-02-17 13:38:25,"Rua das Petúnias, 357 - Olinda, PE",Correios,TRK80345989,Em Separação,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
601,37,Leonardo Pinto,leonardo@email.com,873.570.402-37,(11) 96086-5105,8034,117,Livro de Design,Livros,90.0,4,360.0,Cartão de Crédito,Aprovado,2025-02-17 13:38:25,"Rua das Petúnias, 357 - Olinda, PE",Correios,TRK80345989,Em Separação,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
602,37,Leonardo Pinto,leonardo@email.com,873.570.402-37,(11) 96086-5105,8034,128,Boneca,Brinquedos,150.0,3,450.0,Boleto,Aprovado,2025-02-17 13:38:25,"Rua das Petúnias, 357 - Olinda, PE",Correios,TRK80345989,Em Separação,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
603,36,Karina Lopes,karina@email.com,370.577.661-35,(11) 93288-2841,6049,179,Adega,Eletrodomésticos,1500.0,4,6000.0,Pix,Em Processamento,2025-01-06 13:38:25,"Av. Independência, 357 - Niterói, RJ",FedEx,,Aguardando Processamento,17,Fitness Pro,43.892.167/0001-89,(18) 93087-2891,"Alameda do Fitness, 1700 - Teresina, PI",,,
604,36,Karina Lopes,karina@email.com,370.577.661-35,(11) 93288-2841,6049,295,Luva de Boxe,Esportes,200.0,2,400.0,Pix,Em Processamento,2025-01-06 13:38:25,"Av. Independência, 357 - Niterói, RJ",FedEx,,Aguardando Processamento,17,Fitness Pro,43.892.167/0001-89,(18) 93087-2891,"Alameda do Fitness, 1700 - Teresina, PI",,,
605,36,Karina Lopes,karina@email.com,370.577.661-35,(11) 93288-2841,6049,189,Fire TV Stick,Eletrônicos,400.0,4,1600.0,Boleto,Em Processamento,2025-01-06 13:38:25,"Av. Independência, 357 - Niterói, RJ",FedEx,,Aguardando Processamento,17,Fitness Pro,43.892.167/0001-89,(18) 93087-2891,"Alameda do Fitness, 1700 - Teresina, PI",,,
606,36,Karina Lopes,karina@email.com,370.577.661-35,(11) 93288-2841,6049,298,Joelheira,Esportes,80.0,1,80.0,Cartão de Crédito,Em Processamento,2025-01-06 13:38:25,"Av. Independência, 357 - Niterói, RJ",FedEx,,Aguardando Processamento,17,Fitness Pro,43.892.167/0001-89,(18) 93087-2891,"Alameda do Fitness, 1700 - Teresina, PI",,,
607,36,Karina Lopes,karina@email.com,370.577.661-35,(11) 93288-2841,6049,164,Umidificador,Eletrodomésticos,200.0,4,800.0,Boleto,Em Processamento,2025-01-06 13:38:25,"Av. Independência, 357 - Niterói, RJ",FedEx,,Aguardando Processamento,17,Fitness Pro,43.892.167/0001-89,(18) 93087-2891,"Alameda do Fitness, 1700 - Teresina, PI",,,
608,89,Luana Cavalcanti,luana@email.com,717.878.705-23,(11) 97165-1274,1987,186,DVD Player,Eletrônicos,200.0,4,800.0,Cartão de Crédito,Entregue,2025-01-19 13:38:25,"Rua das Bromélias, 741 - Maringá, PR",Transportadora Local,TRK19872326,Entregue,20,Digital World,59.183.746/0001-28,(32) 92657-6953,"Rua Digital, 2000 - São Luís, MA",2025-01-25,1,Não atendeu às expectativas.
609,89,Luana Cavalcanti,luana@email.com,717.878.705-23,(11) 97165-1274,1987,211,Suporte para Celular,Acessórios,50.0,3,150.0,Cartão de Crédito,Entregue,2025-01-19 13:38:25,"Rua das Bromélias, 741 - Maringá, PR",Transportadora Local,TRK19872326,Entregue,20,Digital World,59.183.746/0001-28,(32) 92657-6953,"Rua Digital, 2000 - São Luís, MA",2025-01-25,5,Embalagem bem protegida.
610,13,Nathan Costa,nathan@email.com,388.776.421-83,(11) 94117-8049,7561,188,Chromecast,Eletrônicos,300.0,5,1500.0,Cartão de Crédito,Aprovado,2025-03-08 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK75619933,Em Separação,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",,,
611,13,Nathan Costa,nathan@email.com,388.776.421-83,(11) 94117-8049,7561,147,Ventilador,Eletrodomésticos,150.0,4,600.0,Cartão de Crédito,Aprovado,2025-03-08 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK75619933,Em Separação,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",,,
612,13,Nathan Costa,nathan@email.com,388.776.421-83,(11) 94117-8049,7561,291,Barra,Esportes,200.0,1,200.0,Boleto,Aprovado,2025-03-08 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK75619933,Em Separação,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",,,
613,13,Nathan Costa,nathan@email.com,388.776.421-83,(11) 94117-8049,7561,129,Carrinho de Controle,Brinquedos,200.0,1,200.0,Cartão de Crédito,Aprovado,2025-03-08 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK75619933,Em Separação,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",,,
614,13,Nathan Costa,nathan@email.com,388.776.421-83,(11) 94117-8049,7561,111,Tablet,Eletrônicos,2000.0,4,8000.0,Pix,Aprovado,2025-03-08 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK75619933,Em Separação,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",,,
615,10,Juliana Alves,juliana@email.com,477.773.276-89,(11) 99163-1267,2907,217,Joystick USB,Games,150.0,3,450.0,Boleto,Cancelado,2025-02-18 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
616,10,Juliana Alves,juliana@email.com,477.773.276-89,(11) 99163-1267,2907,109,Mouse Gamer,Informática,350.0,3,1050.0,Boleto,Cancelado,2025-02-18 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
617,10,Juliana Alves,juliana@email.com,477.773.276-89,(11) 99163-1267,2907,300,Munhequeira,Esportes,50.0,3,150.0,Boleto,Cancelado,2025-02-18 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
618,10,Juliana Alves,juliana@email.com,477.773.276-89,(11) 99163-1267,2907,126,Cafeteira,Eletrodomésticos,350.0,1,350.0,Pix,Cancelado,2025-02-18 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
619,10,Juliana Alves,juliana@email.com,477.773.276-89,(11) 99163-1267,2907,202,Pasta Térmica,Informática,30.0,1,30.0,Boleto,Cancelado,2025-02-18 13:38:25,"Rua das Azaleias, 357 - Contagem, MG",FedEx,,Cancelado,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
620,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,9590,295,Luva de Boxe,Esportes,200.0,5,1000.0,Cartão de Crédito,Entregue,2025-01-15 13:38:25,"Rua dos Lírios, 456 - Macapá, AP",DHL,TRK95905451,Entregue,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",2025-01-18,5,Muito satisfeito com a compra.
621,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,9590,112,Impressora,Informática,800.0,1,800.0,Cartão de Crédito,Entregue,2025-01-15 13:38:25,"Rua dos Lírios, 456 - Macapá, AP",DHL,TRK95905451,Entregue,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",2025-01-18,4,Muito satisfeito com a compra.
622,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,9590,183,Soundbar,Eletrônicos,800.0,3,2400.0,Boleto,Entregue,2025-01-15 13:38:25,"Rua dos Lírios, 456 - Macapá, AP",DHL,TRK95905451,Entregue,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",2025-01-18,1,Entrega sem aviso prévio.
623,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,9590,240,Bebedouro Automático,Casa Inteligente,250.0,1,250.0,Cartão de Crédito,Entregue,2025-01-15 13:38:25,"Rua dos Lírios, 456 - Macapá, AP",DHL,TRK95905451,Entregue,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",2025-01-18,3,"Produto regular, atendimento básico."
624,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,9590,168,Máquina de Café Expresso,Eletrodomésticos,1200.0,3,3600.0,Pix,Entregue,2025-01-15 13:38:25,"Rua dos Lírios, 456 - Macapá, AP",DHL,TRK95905451,Entregue,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",2025-01-18,5,Produto com ótimo desempenho.
625,87,Joana Viana,joana@email.com,580.826.402-82,(11) 92710-7615,5606,283,Elíptico,Esportes,2500.0,1,2500.0,Cartão de Crédito,Cancelado,2024-12-29 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Transportadora Local,,Cancelado,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",,,
626,87,Joana Viana,joana@email.com,580.826.402-82,(11) 92710-7615,5606,267,Secador de Cabelo,Beleza,200.0,4,800.0,Cartão de Crédito,Cancelado,2024-12-29 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Transportadora Local,,Cancelado,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",,,
627,87,Joana Viana,joana@email.com,580.826.402-82,(11) 92710-7615,5606,271,Barbeador Elétrico,Beleza,250.0,1,250.0,Cartão de Crédito,Cancelado,2024-12-29 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Transportadora Local,,Cancelado,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",,,
628,87,Joana Viana,joana@email.com,580.826.402-82,(11) 92710-7615,5606,230,Hub Casa Inteligente,Casa Inteligente,500.0,4,2000.0,Pix,Cancelado,2024-12-29 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Transportadora Local,,Cancelado,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",,,
629,87,Joana Viana,joana@email.com,580.826.402-82,(11) 92710-7615,5606,136,Violão,Instrumentos Musicais,800.0,1,800.0,Boleto,Cancelado,2024-12-29 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Transportadora Local,,Cancelado,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",,,
630,100,William Miranda,william@email.com,647.265.315-50,(11) 95403-7593,3407,282,Bicicleta Ergométrica,Esportes,2000.0,4,8000.0,Cartão de Crédito,Em Processamento,2025-01-21 13:38:25,"Av. Amazonas, 432 - Campo Grande, MS",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
631,100,William Miranda,william@email.com,647.265.315-50,(11) 95403-7593,3407,279,Inalador,Saúde,200.0,3,600.0,Pix,Em Processamento,2025-01-21 13:38:25,"Av. Amazonas, 432 - Campo Grande, MS",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
632,100,William Miranda,william@email.com,647.265.315-50,(11) 95403-7593,3407,212,Suporte para Monitor,Acessórios,200.0,4,800.0,Pix,Em Processamento,2025-01-21 13:38:25,"Av. Amazonas, 432 - Campo Grande, MS",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
633,100,William Miranda,william@email.com,647.265.315-50,(11) 95403-7593,3407,137,Teclado Musical,Instrumentos Musicais,1200.0,5,6000.0,Boleto,Em Processamento,2025-01-21 13:38:25,"Av. Amazonas, 432 - Campo Grande, MS",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
634,75,Ximena Dias,ximenadia@email.com,107.978.137-43,(11) 94556-3613,3990,272,Aparador de Pelos,Beleza,150.0,5,750.0,Boleto,Enviado,2025-02-13 13:38:25,"Av. Rio Branco, 852 - Campinas, SP",DHL,TRK39909191,Em Trânsito,18,Office Supply,85.416.739/0001-94,(34) 92901-8130,"Rua do Escritório, 1800 - Aracaju, SE",2025-02-16,,
635,75,Ximena Dias,ximenadia@email.com,107.978.137-43,(11) 94556-3613,3990,264,Chuveiro Elétrico,Eletrodomésticos,150.0,2,300.0,Cartão de Crédito,Enviado,2025-02-13 13:38:25,"Av. Rio Branco, 852 - Campinas, SP",DHL,TRK39909191,Em Trânsito,18,Office Supply,85.416.739/0001-94,(34) 92901-8130,"Rua do Escritório, 1800 - Aracaju, SE",2025-02-16,,
636,75,Ximena Dias,ximenadia@email.com,107.978.137-43,(11) 94556-3613,3990,276,Medidor de Pressão,Saúde,200.0,2,400.0,Pix,Enviado,2025-02-13 13:38:25,"Av. Rio Branco, 852 - Campinas, SP",DHL,TRK39909191,Em Trânsito,18,Office Supply,85.416.739/0001-94,(34) 92901-8130,"Rua do Escritório, 1800 - Aracaju, SE",2025-02-16,,
637,1,Ana Silva,ana@email.com,898.396.949-20,(11) 97665-7925,1189,120,Estabilizador,Fotografia,900.0,4,3600.0,Cartão de Crédito,Cancelado,2025-02-03 13:38:25,"Rua dos Pinheiros, 159 - Vila Velha, ES",DHL,,Cancelado,14,Garden Center,76.143.928/0001-62,(80) 94626-7982,"Rua do Jardim, 1400 - Natal, RN",,,
